pair_key,label,country
241_832,1,japan
241_868,1,japan
241_1325,1,japan
241_490,1,japan
241_342,1,japan
241_336,1,japan
87_241,1,japan
337_385,1,japan
337_832,1,japan
337_868,1,japan
337_1325,1,japan
337_490,1,japan
337_342,1,japan
337_436,1,japan
336_337,1,japan
87_337,1,japan
385_832,1,japan
385_868,1,japan
385_1325,1,japan
385_490,1,japan
342_385,1,japan
385_436,1,japan
336_385,1,japan
87_385,1,japan
832_868,1,japan
832_1325,1,japan
490_832,1,japan
342_832,1,japan
436_832,1,japan
87_832,1,japan
868_1325,1,japan
490_868,1,japan
342_868,1,japan
436_868,1,japan
336_868,1,japan
87_868,1,japan
490_1325,1,japan
342_1325,1,japan
436_1325,1,japan
336_1325,1,japan
87_1325,1,japan
342_490,1,japan
436_490,1,japan
336_490,1,japan
87_490,1,japan
342_436,1,japan
336_342,1,japan
87_342,1,japan
336_436,1,japan
87_436,1,japan
87_336,1,japan
685_1283,0,japan
1228_1283,0,japan
304_685,0,japan
685_1393,0,japan
32_685,0,japan
304_1228,0,japan
1228_1393,0,japan
32_1228,0,japan
759_1265,0,japan
1253_1265,0,japan
598_1265,0,japan
303_1265,0,japan
1265_1551,0,japan
1014_1265,0,japan
759_1253,0,japan
303_759,0,japan
759_1551,1,japan
502_759,1,japan
613_759,1,japan
759_1609,1,japan
598_1253,0,japan
303_1253,0,japan
1253_1551,0,japan
502_1253,0,japan
613_1253,0,japan
303_598,0,japan
598_1014,0,japan
598_1609,0,japan
303_1551,0,japan
303_1014,0,japan
303_613,0,japan
303_1609,0,japan
1014_1551,1,japan
502_1551,1,japan
613_1551,1,japan
1551_1609,1,japan
613_1014,1,japan
1014_1609,1,japan
502_613,1,japan
502_1609,1,japan
613_1609,1,japan
49_268,0,japan
49_179,0,japan
49_1660,0,japan
49_1293,0,japan
49_1184,0,japan
49_1540,0,japan
49_986,0,japan
49_611,0,japan
49_681,0,japan
49_1100,0,japan
49_124,0,japan
179_268,0,japan
268_1660,0,japan
268_1293,0,japan
268_1184,0,japan
268_1540,0,japan
268_986,0,japan
268_611,0,japan
268_681,0,japan
268_1100,0,japan
124_268,0,japan
179_1660,0,japan
179_1184,0,japan
179_1540,0,japan
179_986,0,japan
179_611,0,japan
179_681,0,japan
124_179,0,japan
1293_1660,0,japan
1184_1660,0,japan
1540_1660,0,japan
986_1660,0,japan
611_1660,0,japan
681_1660,0,japan
1100_1660,0,japan
124_1660,0,japan
1184_1293,0,japan
1293_1540,0,japan
986_1293,0,japan
611_1293,0,japan
681_1293,0,japan
124_1293,0,japan
1184_1540,0,japan
986_1184,0,japan
611_1184,0,japan
681_1184,0,japan
1100_1184,0,japan
124_1184,0,japan
986_1540,0,japan
611_1540,0,japan
681_1540,0,japan
1100_1540,0,japan
124_1540,0,japan
611_986,0,japan
681_986,0,japan
986_1100,0,japan
124_986,0,japan
611_681,0,japan
611_1100,0,japan
124_611,0,japan
681_1100,0,japan
124_681,0,japan
124_1100,0,japan
927_1559,0,japan
117_251,1,japan
117_170,1,japan
170_1559,0,japan
170_251,1,japan
170_1313,0,japan
170_417,0,japan
170_888,1,japan
417_1313,0,japan
417_888,0,japan
1485_1730,0,japan
507_1730,0,japan
1447_1730,0,japan
1302_1730,0,japan
159_1730,0,japan
507_1485,0,japan
1447_1485,0,japan
1485_1700,0,japan
1302_1485,0,japan
159_1485,0,japan
507_1447,0,japan
507_1700,0,japan
507_1302,0,japan
159_507,0,japan
1447_1700,0,japan
1302_1447,0,japan
159_1447,0,japan
1302_1700,0,japan
159_1700,0,japan
159_1302,0,japan
17_1450,0,japan
80_249,0,japan
80_1593,0,japan
80_1442,0,japan
249_1593,0,japan
249_462,0,japan
249_1442,0,japan
1442_1593,0,japan
690_1232,0,japan
981_1707,0,japan
690_981,0,japan
407_1707,0,japan
407_469,0,japan
407_1067,0,japan
469_1067,0,japan
331_394,0,japan
1358_1727,1,japan
1358_1529,1,japan
257_1321,0,japan
257_1499,1,japan
1529_1727,1,japan
158_1727,1,japan
172_1321,0,japan
267_1499,1,japan
172_267,1,japan
461_729,0,japan
389_461,0,japan
461_1695,0,japan
181_461,0,japan
121_461,0,japan
461_1560,0,japan
154_729,0,japan
121_729,1,japan
121_389,0,japan
431_1560,0,japan
627_689,1,japan
689_1003,0,japan
498_689,0,japan
425_689,1,japan
40_689,1,japan
689_965,1,japan
627_1003,0,japan
498_627,0,japan
425_627,1,japan
627_1132,1,japan
40_627,1,japan
627_965,1,japan
498_1003,0,japan
1003_1132,0,japan
40_1003,0,japan
965_1003,0,japan
498_624,0,japan
498_965,0,japan
425_1132,1,japan
40_425,1,japan
425_965,1,japan
40_1132,1,japan
965_1132,1,japan
624_965,0,japan
40_965,1,japan
1170_1368,0,japan
1170_1699,0,japan
790_1170,0,japan
1157_1170,0,japan
655_1368,0,japan
1030_1368,0,japan
790_1368,0,japan
655_1291,0,japan
655_1167,0,japan
655_1030,0,japan
655_790,0,japan
596_655,0,japan
655_1157,0,japan
1167_1291,0,japan
1291_1699,0,japan
790_1291,0,japan
596_1291,0,japan
1157_1291,0,japan
1167_1699,0,japan
790_1167,0,japan
1157_1167,0,japan
1030_1699,0,japan
790_1030,0,japan
596_1030,0,japan
1030_1157,0,japan
790_1699,0,japan
596_1699,0,japan
1157_1699,0,japan
596_790,0,japan
790_1157,0,japan
561_607,1,japan
368_607,0,japan
514_607,0,japan
607_1190,1,japan
607_1431,1,japan
607_665,0,japan
368_561,0,japan
561_1190,1,japan
561_1431,1,japan
561_665,0,japan
368_514,0,japan
368_1190,0,japan
368_1431,0,japan
368_665,0,japan
822_1392,1,japan
665_822,0,japan
514_1190,0,japan
514_1392,0,japan
514_1431,0,japan
514_665,0,japan
911_1190,1,japan
1190_1431,1,japan
665_1190,0,japan
911_1392,1,japan
911_1431,1,japan
1392_1431,1,japan
665_1431,0,japan
495_1287,0,japan
495_921,0,japan
246_495,0,japan
484_495,0,japan
495_534,0,japan
495_1356,0,japan
495_1414,0,japan
921_1287,0,japan
246_1287,0,japan
1287_1350,0,japan
484_1287,0,japan
43_1287,0,japan
534_1287,0,japan
1287_1356,0,japan
1287_1414,0,japan
246_921,0,japan
921_1350,0,japan
484_921,0,japan
43_921,0,japan
534_921,0,japan
921_1356,0,japan
921_1414,0,japan
246_1350,0,japan
246_484,0,japan
246_534,0,japan
246_1356,0,japan
246_1414,0,japan
43_1350,0,japan
534_1350,0,japan
1350_1356,0,japan
484_1414,0,japan
43_1356,0,japan
534_1356,0,japan
534_1414,0,japan
1356_1414,0,japan
159_1011,0,japan
698_1302,0,japan
1011_1302,0,japan
1011_1447,0,japan
698_1011,0,japan
698_1485,0,japan
698_1275,0,japan
1011_1275,0,japan
589_890,0,japan
589_688,0,japan
589_821,0,japan
589_1202,0,japan
589_1255,0,japan
688_821,0,japan
688_803,0,japan
688_1202,0,japan
821_1513,0,japan
1202_1513,0,japan
821_1202,0,japan
803_1202,0,japan
782_803,1,japan
803_1255,0,japan
782_1255,0,japan
425_759,1,japan
759_1330,1,japan
759_922,0,japan
972_1330,0,japan
922_972,0,japan
35_972,0,japan
502_972,0,japan
517_972,0,japan
922_1330,0,japan
35_1330,1,japan
502_1330,1,japan
517_1330,0,japan
35_922,0,japan
502_922,0,japan
922_1196,0,japan
517_922,0,japan
35_502,1,japan
35_1196,1,japan
35_517,0,japan
502_517,0,japan
993_1611,1,japan
232_993,1,japan
993_1007,1,japan
809_993,1,japan
232_1611,1,japan
1007_1611,1,japan
809_1611,1,japan
232_310,1,japan
310_809,1,japan
232_1007,1,japan
232_615,1,japan
232_809,1,japan
615_1007,1,japan
809_1007,1,japan
376_489,0,japan
489_535,0,japan
489_1225,0,japan
489_780,0,japan
197_489,0,japan
489_789,0,japan
360_489,0,japan
411_489,0,japan
129_489,0,japan
489_738,0,japan
376_535,0,japan
376_1225,0,japan
376_780,0,japan
197_376,1,japan
376_789,0,japan
360_376,1,japan
376_411,1,japan
129_376,0,japan
376_738,1,japan
535_1225,0,japan
535_780,0,japan
197_535,0,japan
535_789,0,japan
360_535,0,japan
411_535,0,japan
129_535,0,japan
535_738,0,japan
780_1225,0,japan
197_1225,0,japan
360_1225,0,japan
411_1225,0,japan
129_1225,0,japan
738_1225,0,japan
197_780,0,japan
780_789,0,japan
360_780,0,japan
411_780,0,japan
129_780,0,japan
738_780,0,japan
197_789,0,japan
197_360,1,japan
197_411,1,japan
129_197,0,japan
197_738,1,japan
360_789,0,japan
411_789,0,japan
129_789,0,japan
738_789,0,japan
129_360,0,japan
360_738,1,japan
129_411,0,japan
411_738,1,japan
129_738,0,japan
71_863,0,japan
71_1484,0,japan
71_85,1,japan
261_415,1,japan
158_261,1,japan
261_1488,1,japan
415_1529,1,japan
1488_1529,1,japan
234_415,1,japan
415_1488,1,japan
158_645,1,japan
249_837,0,japan
249_1117,0,japan
249_1146,0,japan
141_249,0,japan
837_1117,0,japan
1085_1494,0,japan
1117_1146,0,japan
394_1117,0,japan
1089_1146,0,japan
394_1146,0,japan
141_1146,0,japan
982_1387,0,japan
592_1387,0,japan
1279_1387,0,japan
592_982,1,japan
982_1279,0,japan
213_982,0,japan
982_1699,0,japan
213_1291,0,japan
592_1279,0,japan
689_1279,0,japan
689_1428,0,japan
1003_1279,0,japan
1279_1428,0,japan
1279_1699,0,japan
1003_1428,0,japan
213_1699,0,japan
843_1254,0,japan
827_1300,0,japan
1044_1300,0,japan
843_1002,0,japan
1002_1065,0,japan
658_1002,0,japan
658_843,0,japan
827_1044,0,japan
1044_1195,0,japan
658_1065,0,japan
492_779,1,japan
779_849,0,japan
779_809,1,japan
206_779,0,japan
206_993,0,japan
244_993,1,japan
426_492,1,japan
492_809,1,japan
206_492,0,japan
770_849,0,japan
244_849,0,japan
206_1611,0,japan
244_770,1,japan
206_809,0,japan
206_244,0,japan
213_683,0,japan
1387_1609,0,japan
1119_1387,0,japan
667_1387,0,japan
683_1387,0,japan
1279_1609,0,japan
1119_1279,0,japan
667_1279,0,japan
683_1279,0,japan
592_1609,1,japan
592_667,1,japan
592_683,1,japan
1119_1609,0,japan
982_1609,1,japan
667_1609,1,japan
683_1609,1,japan
667_1119,0,japan
667_982,1,japan
683_982,1,japan
667_683,1,japan
244_455,0,japan
244_1160,1,japan
244_696,0,japan
455_1258,0,japan
455_849,0,japan
455_865,0,japan
393_455,0,japan
455_696,0,japan
770_1258,1,japan
849_1258,0,japan
865_1258,0,japan
770_865,0,japan
696_770,0,japan
849_1160,0,japan
849_865,0,japan
696_849,0,japan
393_1160,0,japan
696_1160,0,japan
655_683,0,japan
655_762,0,japan
318_683,0,japan
683_1291,0,japan
683_1167,0,japan
683_1699,0,japan
683_1157,0,japan
683_762,1,japan
213_318,0,japan
318_1167,0,japan
318_1699,0,japan
318_1157,0,japan
318_762,0,japan
762_1291,0,japan
213_1167,0,japan
213_1157,0,japan
213_762,0,japan
762_1167,0,japan
762_1699,0,japan
762_1157,0,japan
1170_1315,0,japan
1253_1315,0,japan
318_1315,0,japan
1045_1315,0,japan
984_1157,0,japan
1045_1157,0,japan
1170_1253,0,japan
1045_1170,0,japan
1045_1253,0,japan
318_984,0,japan
318_1045,0,japan
984_1167,0,japan
984_1132,0,japan
984_1045,0,japan
1045_1132,1,japan
553_1181,0,japan
461_981,0,japan
461_1707,0,japan
675_1248,0,japan
590_806,0,japan
806_1292,0,japan
1217_1555,0,japan
1156_1217,0,japan
619_1217,0,japan
1156_1555,0,japan
1262_1555,0,japan
588_1555,0,japan
619_1555,0,japan
692_1555,0,japan
588_1156,0,japan
619_1156,0,japan
692_1156,0,japan
201_758,0,japan
588_1262,0,japan
619_1262,0,japan
588_864,0,japan
588_619,0,japan
588_692,0,japan
592_1391,1,japan
984_1279,0,japan
984_1391,0,japan
984_1057,0,japan
984_1387,0,japan
667_984,0,japan
984_1014,0,japan
904_984,0,japan
1279_1391,0,japan
1014_1279,0,japan
904_1279,0,japan
1057_1391,1,japan
667_1391,1,japan
1014_1391,1,japan
904_1391,0,japan
667_1057,1,japan
1014_1057,1,japan
1057_1119,0,japan
904_1057,0,japan
667_1014,1,japan
667_904,0,japan
1014_1119,0,japan
904_1014,0,japan
598_1368,0,japan
598_943,0,japan
598_1030,0,japan
596_598,0,japan
598_790,0,japan
598_1045,0,japan
598_914,0,japan
943_1368,0,japan
1253_1368,0,japan
984_1368,0,japan
1045_1368,1,japan
914_1368,0,japan
943_1030,0,japan
596_943,0,japan
943_1253,0,japan
790_943,0,japan
943_1045,0,japan
914_943,0,japan
1030_1253,0,japan
1030_1045,0,japan
914_1030,0,japan
596_914,0,japan
790_1253,0,japan
914_1253,0,japan
790_984,0,japan
790_1045,0,japan
790_914,0,japan
914_1045,0,japan
63_76,1,japan
54_1177,0,japan
54_963,0,japan
54_1055,0,japan
963_1055,0,japan
1055_1667,0,japan
561_1026,0,japan
1026_1080,0,japan
1026_1190,0,japan
368_1026,0,japan
514_1647,0,japan
857_1647,1,japan
1431_1647,1,japan
1080_1647,1,japan
322_1647,0,japan
561_857,1,japan
561_1080,1,japan
514_857,0,japan
514_1080,0,japan
322_514,0,japan
857_1080,1,japan
857_1190,1,japan
1080_1431,1,japan
1080_1190,1,japan
368_1080,0,japan
322_1080,0,japan
731_867,0,japan
454_867,0,japan
867_1103,0,japan
709_867,0,japan
867_1413,0,japan
812_867,0,japan
798_867,0,japan
1_867,0,japan
731_1237,0,japan
1103_1237,0,japan
709_1237,0,japan
1237_1413,0,japan
812_1237,0,japan
798_1237,0,japan
1_1237,0,japan
454_731,0,japan
731_1103,0,japan
709_731,0,japan
731_1413,0,japan
731_812,0,japan
731_798,0,japan
1_731,0,japan
454_1103,0,japan
454_709,0,japan
454_1413,0,japan
454_812,0,japan
454_798,0,japan
1_454,0,japan
709_1103,0,japan
1103_1413,0,japan
812_1103,0,japan
798_1103,0,japan
1_1103,0,japan
709_1413,0,japan
709_812,0,japan
709_798,0,japan
1_709,0,japan
812_1413,0,japan
1_1413,0,japan
798_812,0,japan
1_812,0,japan
1_798,0,japan
1051_1596,0,japan
499_1596,0,japan
540_817,0,japan
1265_1291,0,japan
790_1265,0,japan
683_1265,0,japan
655_1265,0,japan
1265_1464,0,japan
1164_1265,0,japan
790_1003,0,japan
790_1164,0,japan
683_1003,0,japan
655_1003,0,japan
1003_1464,0,japan
683_1464,0,japan
683_1164,0,japan
598_683,0,japan
598_655,0,japan
1164_1464,0,japan
598_1164,0,japan
675_1232,0,japan
675_758,0,japan
675_1168,0,japan
675_1042,0,japan
201_675,0,japan
758_1232,0,japan
1232_1248,0,japan
1168_1232,0,japan
1042_1232,0,japan
201_1232,0,japan
459_1248,0,japan
459_1168,0,japan
388_459,0,japan
758_1248,0,japan
758_1168,0,japan
758_1042,0,japan
1168_1248,0,japan
1042_1248,0,japan
201_1248,0,japan
388_1168,0,japan
201_1168,0,japan
388_1042,0,japan
201_1042,0,japan
1164_1368,0,japan
762_1368,1,japan
498_1368,0,japan
1164_1253,0,japan
943_1164,0,japan
762_1164,0,japan
624_1253,0,japan
498_1253,0,japan
498_943,0,japan
627_762,1,japan
598_627,0,japan
598_762,0,japan
624_762,0,japan
498_598,0,japan
655_1330,0,japan
655_914,0,japan
655_1315,0,japan
655_1045,0,japan
1030_1315,0,japan
318_914,0,japan
790_1315,0,japan
914_1315,0,japan
1334_1494,0,japan
1183_1494,0,japan
711_1334,1,japan
37_711,1,japan
711_1380,1,japan
37_1334,1,japan
1183_1334,0,japan
29_365,0,japan
330_1183,0,japan
9_29,0,japan
29_1183,0,japan
853_990,0,japan
661_990,0,japan
945_990,0,japan
661_945,0,japan
577_1381,0,japan
1144_1381,0,japan
964_1381,0,japan
1073_1381,0,japan
479_577,1,japan
479_1144,1,japan
479_1073,0,japan
577_1144,1,japan
577_964,1,japan
577_1073,0,japan
1073_1144,0,japan
964_1073,0,japan
237_537,1,japan
496_1485,0,japan
496_1302,0,japan
496_1275,0,japan
904_1164,0,japan
303_904,0,japan
904_943,0,japan
904_1253,0,japan
904_1315,0,japan
1014_1164,0,japan
303_1164,0,japan
1164_1315,0,japan
613_1057,1,japan
1014_1315,0,japan
943_1057,0,japan
1057_1253,0,japan
1057_1315,0,japan
303_1391,0,japan
303_1315,0,japan
943_1391,0,japan
943_1315,0,japan
1315_1391,0,japan
537_1028,0,japan
206_1028,0,japan
809_1258,1,japan
537_1258,1,japan
1213_1611,1,japan
835_1213,0,japan
1213_1572,1,japan
206_537,0,japan
537_1572,1,japan
835_1572,0,japan
1210_1310,0,japan
1079_1310,0,japan
1272_1310,0,japan
746_1310,0,japan
830_1310,0,japan
949_1310,0,japan
750_1310,0,japan
1079_1210,0,japan
746_1210,0,japan
103_1210,0,japan
830_1210,0,japan
83_1210,0,japan
949_1210,0,japan
750_1210,0,japan
1079_1272,0,japan
746_1079,0,japan
103_1079,0,japan
830_1079,0,japan
949_1079,0,japan
750_1079,0,japan
746_1272,0,japan
830_1272,0,japan
949_1272,0,japan
103_746,0,japan
746_830,0,japan
746_949,0,japan
746_750,0,japan
103_830,0,japan
83_103,0,japan
103_949,0,japan
103_750,0,japan
83_830,0,japan
830_949,0,japan
750_830,0,japan
83_949,0,japan
83_750,0,japan
750_949,0,japan
225_1272,0,japan
742_1272,0,japan
225_308,1,japan
308_1626,1,japan
308_742,1,japan
308_1416,1,japan
225_1626,1,japan
225_742,1,japan
225_949,0,japan
225_1416,1,japan
225_1079,0,japan
225_830,0,japan
225_1310,0,japan
742_1626,1,japan
949_1626,0,japan
1416_1626,1,japan
830_1626,0,japan
742_949,0,japan
742_1416,1,japan
742_1079,0,japan
742_830,0,japan
742_1310,0,japan
949_1416,0,japan
830_1416,0,japan
663_1236,0,japan
663_741,0,japan
663_1192,0,japan
580_663,0,japan
663_1523,0,japan
663_695,0,japan
450_663,0,japan
663_1106,0,japan
741_1236,0,japan
1192_1236,0,japan
1236_1523,0,japan
450_1236,0,japan
1106_1236,0,japan
741_1192,0,japan
741_1523,0,japan
450_741,0,japan
741_1106,0,japan
1192_1523,0,japan
450_1192,0,japan
1106_1192,0,japan
580_695,0,japan
450_1523,0,japan
1106_1523,0,japan
450_1106,0,japan
999_1471,0,japan
533_1471,0,japan
933_1471,0,japan
323_1471,0,japan
591_1471,0,japan
586_1471,0,japan
421_1471,0,japan
1151_1471,0,japan
533_999,0,japan
323_999,0,japan
421_999,0,japan
999_1151,0,japan
533_933,0,japan
323_533,0,japan
533_591,0,japan
533_586,0,japan
421_533,0,japan
533_1151,0,japan
323_933,0,japan
421_933,0,japan
933_1151,0,japan
323_591,0,japan
323_586,0,japan
323_421,0,japan
323_1151,0,japan
421_591,0,japan
591_1151,0,japan
421_586,0,japan
586_1151,0,japan
421_1151,0,japan
120_1690,0,japan
120_1288,0,japan
120_258,0,japan
624_972,0,japan
922_1167,0,japan
1057_1167,0,japan
762_922,0,japan
922_1057,0,japan
624_922,0,japan
35_762,1,japan
35_1057,1,japan
502_762,1,japan
502_1057,1,japan
502_624,0,japan
762_1057,1,japan
762_1330,1,japan
1057_1157,0,japan
697_785,0,japan
695_697,0,japan
697_771,0,japan
697_1283,0,japan
580_697,0,japan
697_1059,0,japan
697_1061,0,japan
695_785,0,japan
771_785,0,japan
785_1283,0,japan
580_785,0,japan
785_1061,0,japan
695_771,0,japan
695_1283,0,japan
695_1059,0,japan
695_1061,0,japan
771_1283,0,japan
580_771,0,japan
771_1059,0,japan
771_1061,0,japan
580_1283,0,japan
1059_1283,0,japan
1061_1283,0,japan
580_1059,0,japan
580_1061,0,japan
1059_1061,0,japan
921_1054,0,japan
913_921,0,japan
484_913,0,japan
1100_1287,0,japan
852_1287,0,japan
1054_1287,0,japan
913_1287,0,japan
534_852,0,japan
534_1054,0,japan
534_913,0,japan
852_1100,0,japan
246_1100,0,japan
1100_1414,0,japan
1054_1100,0,japan
246_852,0,japan
852_1414,0,japan
852_1054,0,japan
246_913,0,japan
913_1414,0,japan
147_711,1,japan
711_954,1,japan
651_1085,1,japan
147_954,1,japan
416_954,1,japan
682_1283,0,japan
682_1393,0,japan
304_682,0,japan
178_682,0,japan
682_715,0,japan
32_682,0,japan
881_1283,0,japan
97_1283,0,japan
881_1393,0,japan
304_881,0,japan
178_881,0,japan
715_881,0,japan
32_881,0,japan
97_1393,0,japan
97_304,0,japan
97_178,0,japan
97_715,0,japan
32_97,0,japan
178_685,0,japan
685_715,0,japan
1504_1517,0,japan
1504_1588,0,japan
935_1504,0,japan
1504_1722,0,japan
1504_1655,0,japan
960_1504,0,japan
1504_1644,0,japan
1517_1588,0,japan
935_1517,0,japan
1517_1722,0,japan
1517_1655,0,japan
960_1517,0,japan
1517_1644,0,japan
935_1588,0,japan
1588_1722,0,japan
1588_1655,0,japan
960_1588,0,japan
1588_1644,0,japan
935_1722,0,japan
935_960,0,japan
935_1644,0,japan
1655_1722,0,japan
960_1722,0,japan
1644_1722,0,japan
960_1655,0,japan
1644_1655,0,japan
960_1644,0,japan
43_1100,0,japan
43_1054,0,japan
43_1233,0,japan
43_1333,0,japan
43_1332,0,japan
1100_1350,0,japan
1100_1233,0,japan
1100_1356,0,japan
1100_1333,0,japan
1100_1332,0,japan
1054_1350,0,japan
1054_1233,0,japan
1054_1356,0,japan
1054_1333,0,japan
1054_1332,0,japan
1233_1350,0,japan
1333_1350,0,japan
1332_1350,0,japan
1233_1356,0,japan
1233_1333,0,japan
1233_1332,0,japan
1333_1356,0,japan
1332_1356,0,japan
1332_1333,0,japan
780_1280,0,japan
1_780,0,japan
16_780,0,japan
129_1280,0,japan
1_129,0,japan
16_129,0,japan
789_1280,0,japan
798_1280,0,japan
2_798,0,japan
2_1103,0,japan
1237_1280,0,japan
16_1280,0,japan
2_1237,0,japan
1_16,0,japan
411_1243,0,japan
411_1320,0,japan
411_669,0,japan
489_1243,0,japan
489_1320,0,japan
489_867,0,japan
489_669,0,japan
489_812,0,japan
489_731,0,japan
1243_1320,0,japan
867_1243,0,japan
669_1243,0,japan
812_1243,0,japan
731_1243,0,japan
1225_1243,0,japan
867_1320,0,japan
669_1320,0,japan
1225_1320,0,japan
669_867,0,japan
867_1225,0,japan
669_812,0,japan
669_1225,0,japan
812_1225,0,japan
731_1225,0,japan
197_1340,0,japan
197_334,0,japan
197_463,0,japan
197_709,0,japan
535_1340,0,japan
334_535,0,japan
463_535,0,japan
535_709,0,japan
738_1340,0,japan
334_1340,0,japan
463_1340,0,japan
709_1340,0,japan
449_1041,0,japan
449_1250,0,japan
449_709,0,japan
1041_1250,0,japan
709_1041,0,japan
334_738,0,japan
463_738,0,japan
709_738,0,japan
709_1250,0,japan
334_463,0,japan
334_709,0,japan
463_709,0,japan
917_1396,1,japan
917_1118,0,japan
376_917,1,japan
91_917,0,japan
917_991,0,japan
756_917,0,japan
454_1396,0,japan
1118_1396,0,japan
376_1396,1,japan
756_1396,0,japan
376_454,0,japan
219_454,0,japan
454_991,0,japan
454_756,0,japan
376_1118,0,japan
91_1118,0,japan
756_1118,0,japan
91_376,0,japan
376_756,0,japan
219_991,0,japan
91_991,0,japan
91_756,0,japan
756_991,0,japan
486_1347,0,japan
394_947,0,japan
394_1555,0,japan
394_1262,0,japan
331_947,0,japan
947_1262,0,japan
331_1555,0,japan
331_1262,0,japan
590_1065,0,japan
590_1202,0,japan
782_930,1,japan
658_930,0,japan
658_782,0,japan
1065_1202,0,japan
814_1549,1,japan
1221_1549,1,japan
814_1221,1,japan
814_1284,1,japan
814_857,1,japan
437_1137,1,japan
694_1221,1,japan
1080_1221,1,japan
466_1221,1,japan
857_1221,1,japan
466_694,1,japan
1080_1284,1,japan
857_1284,1,japan
781_1301,0,japan
43_1301,0,japan
197_574,1,japan
197_1470,1,japan
574_1470,1,japan
535_574,0,japan
